key,value,year,category,latitude,longitude,country
Oum Laadham,1,2022,loc,33.7200204,4.5309925,Algeria
Selmana,1,2022,loc,34.0307982,3.7265198403187703,Algeria
Djelfa,1,2022,loc,34.342841,3.217253079090331,Algeria
CapLa,1,2022,loc,6.7256726,124.2159319,Philippines
Zanzibar,4,2022,loc,-6.1664908,39.2074312,Tanzania
Ondangwa,1,2022,loc,-17.9097449,15.9734636,Namibia
aéroport de Londres,2,2022,loc,51.46773895,-0.4587800741571181,United Kingdom
Aden,1,2022,loc,12.789585,45.028504,Yemen
Port Louis,1,2022,loc,-20.1624522,57.5028044,Mauritius
Atop,1,2022,loc,2.4061125,32.7705826,Uganda
Tirana,7,2022,loc,41.3281482,19.8184435,Albania
Aubenas,3,2022,loc,44.6205476,4.3902399,France
Neidlingen,1,2022,loc,48.5799549,9.5646888,Germany
Pénurie,2,2022,loc,49.0748413,-71.76447246695058,Canada
Engen,1,2022,loc,47.8532383,8.7704457,Germany
temp,1,2022,loc,46.253693,39.852932,Russia
San Francisco,3,2022,loc,37.7792588,-122.4193286,United States
Elsau,1,2022,loc,47.5048298,8.8016078,Switzerland
Alsace,2,2022,loc,33.98279,-118.41236354004825,United States
Apirede,1,2022,loc,6.0353651,-0.0796294,Ghana
Okere,1,2022,loc,6.685933,2.7771532,Nigeria
Afadjato,1,2022,loc,7.0222497,0.561946,Ghana
Faches-Thumesnil,2,2022,loc,50.6026031,3.0697877,France
Bourges,4,2022,loc,47.0811658,2.399125,France
Jagersfontein,2,2022,loc,-29.760555,25.428333,South Africa
Sparta,1,2022,loc,37.08114525,22.42486178272022,Greece
aéroport de Donetsk,1,2022,loc,48.0713844,37.740801623449656,Ukraine
Sacramento,1,2022,loc,38.5810606,-121.493895,United States
Volcanoville,1,2022,loc,38.981844,-120.7890983,United States
Saint-Cloud,1,2022,loc,48.8437412,2.219344,France
Trocadéro,3,2022,loc,48.863045,2.2871938,France
Ludovsky,1,2022,loc,47.81618085,16.24257586808691,Austria
Enjera,1,2022,loc,55.590873,13.0097334,Sweden
éthiopiennes,1,2022,loc,9.0401102,38.7699912,Ethiopia
Melkam,1,2022,loc,12.33333,37.2,Ethiopia
Udy,1,2022,loc,50.38467,36.061249,Ukraine
Thessalonique,1,2022,loc,40.6403167,22.9352716,Greece
île Dikson,1,2022,loc,73.50504245,80.31369184798334,Russia
Диксона,1,2022,loc,76.83073569999999,97.17972695,Russia
Papouasie-Nouvelle,1,2022,loc,-2.4749149,138.08485,Indonesia
Purgatoire,1,2022,loc,44.1530139,0.4715407,France
Kainantu,1,2022,loc,-6.2907745,145.8678771,Papua New Guinea
Port Moresby,1,2022,loc,-9.4743301,147.1599504,Papua New Guinea
Papouasie,1,2022,loc,-2.4749149,138.08485,Indonesia
Hénin-Beaumont,1,2022,loc,50.4191721,2.9469339,France
Thiès,2,2022,loc,14.791461,-16.925605,Senegal
Taechon,1,2022,loc,39.9215369,125.4942845,North Korea
Pyongan du Nord,2,2022,loc,40.0642847,125.2356222,North Korea
Nacnac,1,2022,loc,16.41294135,120.58943805,Philippines
Minnesota,1,2022,loc,45.9896587,-94.6113288,United States
Frappes,2,2022,loc,20.6964679,-88.2170673,Mexico
El-Andari,1,2022,loc,-29.15964206761104,-51.17586300989332,Brazil
Orly,2,2022,loc,48.7431683,2.402391,France
Haÿ-les-Roses,1,2022,loc,48.7790514,2.3373021,France
BelTa,1,2022,loc,6.0665251,37.272663,Ethiopia
IBR,1,2022,loc,36.18241355,140.42081747540436,Japan
Unicor,1,2022,loc,44.659801900000005,3.0519473543440974,France
Rodez,1,2022,loc,44.3511408,2.5728493,France
place du,1,2022,loc,46.6274146,4.062417,France
Iéna,1,2022,loc,50.9281717,11.5879359,Germany
Porte de Brandebourg,1,2022,loc,52.5162699,13.377703399031432,Germany
Ethiopienne,1,2022,loc,11.12577266817948,42.68158572022652,Djibouti
ministre de la Défense,1,2022,loc,50.8431583,4.3665754,Belgium
Rada suprême,1,2022,loc,46.8357057,29.6670466,Moldova
région de Nikolaev,1,2022,loc,46.9686675,32.00336397559371,Ukraine
Boumerdès,1,2022,loc,36.7358032,3.616304570058525,Algeria
Plettenberg Bay,1,2022,loc,-34.052778,23.369444,South Africa
Cap Occidental,1,2022,loc,-33.546977,20.72753,South Africa
NSRI,1,2022,loc,-34.05018745,18.34567213848733,South Africa
Bitou,1,2022,loc,11.2558051,-0.3054445,Burkina Faso
Hydrocarbures,1,2022,loc,6.37547315,2.681826620542595,Benin
Asiatiques,1,2022,loc,1.28744635,103.8514861766425,Singapore
Unis,1,2022,loc,78.22252215,15.656159439261955,Norway
Bleues,1,2022,loc,45.80556545,4.947306357524453,France
Thaba Tshwane,1,2022,loc,-25.7959641,28.155355689925702,South Africa
Kwarteng,1,2022,loc,6.4492658,-2.3717284,Ghana
Savanes,2,2022,loc,9.5652587,-5.5594265,Côte d'Ivoire
Kara,3,2022,loc,9.541111,0.7876018299289109,Togo
île Rousski,2,2022,loc,43.0038039,131.84229631270975,Russia
Confédération,1,2022,loc,46.7985624,8.2319736,Switzerland
Kinjal,3,2022,loc,21.3016365,72.9184873,India
Barjols,1,2022,loc,43.558133,6.0056803,France
grogne,1,2022,loc,48.5634709,-2.4762028,France
Sul América,1,2022,loc,-29.9746394,-51.6296053,Brazil
stade Colina,1,2022,loc,-3.1215153,-60.037706674530114,Brazil
Manaus,1,2022,loc,-3.1316333,-59.9825041,Brazil
Manatee,1,2022,loc,27.5213933,-82.3801566,United States
Manatee County,1,2022,loc,27.5213933,-82.3801566,United States
Brest-Guipavas,1,2022,loc,48.4346366,-4.400979,France
Landivisiau,1,2022,loc,48.5127551,-4.0699356,France
centrale,1,2022,loc,45.7292376,11.4815675,Italy
Vesoul,1,2022,loc,47.6197395,6.1544694,France
Haute-Saône,2,2022,loc,47.63842335,6.095114088932768,France
FranceLe,3,2022,loc,-11.307523801992918,-41.83771828866013,Brazil
Hôpital Jeanne de Flandre,1,2022,loc,50.6057405,3.0322644219046677,France
Marseillais,1,2022,loc,44.5157441,5.9357909,France
marseillais,1,2022,loc,44.5157441,5.9357909,France
outre-Rhin,1,2022,loc,48.92675,7.935383784958026,France
Olympien,1,2022,loc,40.1714211,22.4960864,Greece
Malaga,3,2022,loc,36.7213028,-4.4216366,Spain
Perevalsk,1,2022,loc,48.4374196,38.8077656,Ukraine
JCCC,2,2022,loc,-32.1489919,116.00645181692536,Australia
Ennedi-Est,1,2022,loc,17.6219737,23.3133676,Chad
Europe Orientale,1,2022,loc,57.5,41.0,Russia
port de Barcelone,1,2022,loc,41.4371139,2.2416277,Spain
NOx,2,2022,loc,52.6890014,-2.8735907,United Kingdom
Mirail,1,2022,loc,43.4948503,-0.7355452,France
Fos-sur-Mer,1,2022,loc,43.4380714,4.945595,France
Toulouse Métropole,1,2022,loc,43.6417187,1.3975374092080064,France
Kagoro,1,2022,loc,9.6,8.383333,Nigeria
Toumboula,1,2022,loc,13.371399,14.353411,Chad
Nara,2,2022,loc,34.2963089,135.8816819,Japan
ONHYM,1,2022,loc,34.0152693,-6.8314295,Morocco
Petrosen,1,2022,loc,16.0260885,-16.4784575,Senegal
province du Sindh,1,2022,loc,33.9789467,71.4397049,Pakistan
Kandadji,2,2022,loc,14.6110833,0.9736,Niger
Oursi,1,2022,loc,14.64922885,-0.4855660245055233,Burkina Faso
Olympique Lyonnais,1,2022,loc,45.9878622,4.7185309,France
Décines,1,2022,loc,45.773606,4.9633314,France
Parc des Princes,3,2022,loc,48.841363400000006,2.2530693162378235,France
Sirli,1,2022,loc,19.5055122,77.2056055,India
Dadaab,2,2022,loc,0.07715815,40.27228939054769,Kenya
Haut-commissariat,1,2022,loc,10.3328002,-3.1796635829979656,Burkina Faso
Macquarie,1,2022,loc,-54.6318143,158.86175758410565,Australia
Tasmanie,3,2022,loc,-42.035067,146.6366887,Australia
île King,1,2022,loc,60.59766035,-64.77008752219548,Canada
périLes,1,2022,loc,41.3927322,-5.3366352,Spain
Al Qods Acharif,1,2022,loc,33.2305274,-8.5275179,Morocco
Mosquée Al-Aqsa,1,2022,loc,31.77630415,35.2355960525536,Israel
Skhirat,1,2022,loc,33.850672,-7.028026,Morocco
Bouznika,1,2022,loc,33.781005,-7.1610294,Morocco
Assamaka,2,2022,loc,19.334971,5.773143,Niger
Kantei,1,2022,loc,35.442453,139.6452218,Japan
grande Russie,1,2022,loc,55.7429515,37.6009051,Russia
Nouvelle Russie,1,2022,loc,43.7361039,39.5424785,Russia
Koursk,3,2022,loc,51.7309249,36.1923123,Russia
Paris-Saint-Germain,1,2022,loc,48.8497699,2.3505928,France
mopanes,1,2022,loc,19.273474411128745,-99.17824182203876,Mexico
Dundee,1,2022,loc,56.4605938,-2.97019,United Kingdom
Eurasia Center,1,2022,loc,41.3572132,69.2441018597327,Uzbekistan
Chornomorsk,1,2022,loc,46.3020943,30.653466,Ukraine
port de Yuzhny,1,2022,loc,55.13798818104412,61.43502505393143,Russia
Fédération de la Russie,4,2022,loc,64.6863136,97.7453061,Russia
Nord-Ouest,1,2022,loc,-26.1347819,25.6546729,South Africa
Koutaba,1,2022,loc,5.651146,10.760917,Cameroon
Macquarie Harbour,1,2022,loc,-42.33770255,145.403673139089,Australia
Dimanche,1,2022,loc,53.9090195,27.4312802,Belarus
Wuhan,2,2022,loc,30.5951051,114.2999353,China
Hubei,3,2022,loc,31.15305035,112.88064226239663,China
Sud,1,2022,loc,18.2612839,-73.8444985,Haiti
Uganda,2,2022,loc,1.5333554,32.2166578,Uganda
EVD,1,2022,loc,44.5121173,7.6451653,Italy
Mubende District,1,2022,loc,-10.2886187,28.7779223,Zambia
Baltes,3,2022,loc,47.946842,10.1425217,Germany
Pays Baltes,1,2022,loc,56.91732905,24.22580064255005,Latvia
Fosse,1,2022,loc,42.7881402,2.4309664,France
Izyum,1,2022,loc,49.2160489,37.3015645,Ukraine
Souveraineté,2,2022,loc,48.8397953,2.304313141881887,France
Armasuisse,1,2022,loc,46.75405445,7.587880436790005,Switzerland
Université du Caire,1,2022,loc,30.0259937,31.2012032,Egypt
Saqqara,1,2022,loc,29.850335,31.228284,Egypt
Macadamia,1,2022,loc,2.9624451,-75.28939508435121,Colombia
aéroport Rand de,1,2022,loc,-26.3210016,28.0566772,South Africa
palais de Buckingham,9,2022,loc,51.5008349,-0.1430045264505431,United Kingdom
Al-Shabab,4,2022,loc,24.592742833340232,46.75817590465129,Saudi Arabia
État de Michoacán,1,2022,loc,19.4895990038287,-99.275772658616,Mexico
Mexico,2,2022,loc,23.6585116,-102.0077097,Mexico
avenida Álvaro Obregón,1,2022,loc,19.41872705760026,-99.15696650967716,Mexico
secousse,2,2022,loc,48.8740077,2.37212,France
Nombreux,2,2022,loc,47.3209406,5.0274172,France
continents,1,2022,loc,48.2926508,6.934628,France
Düsseldorf,2,2022,loc,51.2254018,6.7763137,Germany
Gromkiy,1,2022,loc,45.19401129629721,147.9058983494767,Russia
Petchenga,1,2022,loc,69.547714,31.212254,Russia
Euro,1,2022,loc,52.99063145,18.668101366973836,Poland
Dirham,1,2022,loc,14.55656699580154,121.14240174546968,Philippines
République du Tchad,4,2022,loc,15.6134137,19.0156172,Chad
Combien,1,2022,loc,45.6591495,7.1046196,Italy
État suisse,1,2022,loc,46.9363966,7.4370759,Switzerland
Empire ottoman,1,2022,loc,37.79966125,29.03222335856533,Turkey
Alexandrovsk,1,2022,loc,59.1593861,57.5861232,Russia
Landau,1,2022,loc,49.1982825,8.1123441,Germany
Moscou,1,2022,loc,55.625578,37.6063916,Russia
Chongyang,1,2022,loc,29.5588253,114.0338289,China
aéroport de Montpellier,2,2022,loc,43.5789823,3.9583008,France
Mauguio,1,2022,loc,43.6154825,4.0098366,France
Partiellement,1,2022,loc,46.2526337,-72.53661531185136,Canada
Midi libre,1,2022,loc,43.6096115,3.8751858,France
aéroport de,2,2022,loc,50.02441255,8.555200257325986,Germany
Zawiercie,1,2022,loc,50.4844179,19.4333887,Poland
Dublin,4,2022,loc,53.3493795,-6.2605593,Ireland
Ireland,1,2022,loc,52.865196,-7.9794599,Ireland
Jouy-le-Moutier,1,2022,loc,49.0116,2.03194,France
Diamniadio,2,2022,loc,14.7202187,-17.1842439,Senegal
Bundeswehr,1,2022,loc,47.72919785,12.85984865,Germany
Atlantique Sud,4,2022,loc,-45.0,-15.0,South Atlantic Ocean
Santo André,1,2022,loc,-23.6533509,-46.5279039,Brazil
patriarcat de,1,2022,loc,33.89072535,35.498306981440365,Lebanon
Patriarche,1,2022,loc,45.848072708654485,-74.05174372226735,Canada
église Saint-Nicolas,1,2022,loc,59.43592135,24.7427740016156,Estonia
Novaya Sloboda,2,2022,loc,55.9441628,38.0990055,Russia
Santa Cruz,2,2022,loc,28.467178,-16.2507843,Spain
Doumbouya,1,2022,loc,9.683333,-9.383333,Guinea
Jupiter,2,2022,loc,26.9342246,-80.0942087,United States
worlds,1,2022,loc,36.8523622,-79.5908631,United States
aéroport Mohammed V de Casablanca,1,2022,loc,33.36928355,-7.58700855172756,Morocco
Ifrane,1,2022,loc,33.527605,-5.107408,Morocco
Chefchaouen,2,2022,loc,35.1693724,-5.275765468193203,Morocco
Laâyoune,4,2022,loc,27.154512,-13.1953921,Morocco
Benguerir,1,2022,loc,32.2327363,-7.946501265063034,Morocco
Terre-Neuve,1,2022,loc,19.6007001,-72.7815744,Haiti
France Bleu Nord,1,2022,loc,50.6269365,3.0795569,France
Grand-Place,1,2022,loc,50.84672905,4.352408060161565,Belgium
Al-Hoceima,2,2022,loc,35.245114,-3.930186,Morocco
Essen,1,2022,loc,51.4582235,7.0158171,Germany
Land de Rhénanie-du-Nord-Westphalie,1,2022,loc,50.8408759,4.3708808,Belgium
Peresvet,1,2022,loc,56.4158101,38.1736347,Russia
Kédougou,2,2022,loc,12.8856773,-12.286363169419786,Senegal
hôpital de Louga,1,2022,loc,15.4006906,-15.112026403811218,Senegal
Louga,1,2022,loc,58.9923285,29.6384678,Russia
Tivaouane,2,2022,loc,14.951507,-16.812868,Senegal
Linguère,1,2022,loc,15.3954248,-15.1153121,Senegal
Palais,2,2022,loc,50.4148326,4.4429532,Belgium
Palais royal,3,2022,loc,48.8635847,2.3362042200938715,France
Cour suprême de Victoria,1,2022,loc,-37.81405785,144.95822647331755,Australia
Ravenne,1,2022,loc,44.4161414,12.2017617,Italy
Champs-sur-Marne,1,2022,loc,48.8526892,2.6027219,France
Seine-et-Marne,2,2022,loc,48.61902069999999,3.0418157506708345,France
Timal,2,2022,loc,27.5200134,85.7358545,Nepal
Filtré,1,2022,loc,47.4729281,-2.0533143000000003,France
Nil bleu,1,2022,loc,11.2145557,35.0930459,Ethiopia
Jerez,3,2022,loc,36.6816936,-6.1377402,Spain
Ventspils,2,2022,loc,57.3903918,21.5635991,Latvia
Konkoi,1,2022,loc,3.1100963,102.0275274,Malaysia
Soyons,1,2022,loc,44.8885322,4.8506753,France
Nord Kordofan,1,2022,loc,14.4169302,29.46836903245628,Sudan
El Gezira,1,2022,loc,30.0245634,30.9877483,Egypt
Sud Darfour,1,2022,loc,11.0,25.0,Sudan
Sud Kordofan,1,2022,loc,11.0,31.0,Sudan
Saint-Laurent-du-Maroni,1,2022,loc,3.94396215,-53.73576941635726,France
Surinam,1,2022,loc,4.1413025,-56.0771187,Suriname
Kgalagadi,1,2022,loc,-24.8490576,21.7883349,Botswana
Winnipeg,3,2022,loc,49.8955367,-97.1384584,Canada
Cernobbio,1,2022,loc,45.8413945,9.0759048,Italy
Lac de Côme,1,2022,loc,45.9917589,9.264881035005711,Italy
Mont Salloum,2,2022,loc,36.2378328,36.9406609,Syria
Kasserine,1,2022,loc,35.1687646,8.8365654,Tunisia
Mozaïque,1,2022,loc,46.8160292,-71.219273,Canada
Labé,1,2022,loc,11.7614835,-12.0118889,Guinea
Brême,4,2022,loc,53.0758196,8.8071646,Germany
Asturies,1,2022,loc,43.3133868,-5.94192,Spain
Gijon,1,2022,loc,43.5449422,-5.66275,Spain
Dunkerque,1,2022,loc,51.0347708,2.3772525,France
Meanwhile,1,2022,loc,31.2222907,121.470109,China
London,2,2022,loc,51.4893335,-0.1440550845276872,United Kingdom
Bogdana,1,2022,loc,47.0213057,23.0055814,Romania
El Periodico de Espana,1,2022,loc,41.4371958,2.1732194,Spain
République malienne,1,2022,loc,50.81624615,4.364488653868307,Belgium
Procureur de la République,2,2022,loc,6.1345847,-5.942696,Côte d'Ivoire
Matreshka,1,2022,loc,55.7489443,37.5892751,Russia
Maire,2,2022,loc,46.8582921,0.7493703,France
guerre,1,2022,loc,43.8364918,0.1087129,France
Samsun,2,2022,loc,41.2303557,35.9683338,Turkey
Limpopo,3,2022,loc,-23.4735288,29.3959199,South Africa
Ezza,1,2022,loc,15.1316667,4.0731833,Niger
Anzourou,1,2022,loc,14.5168407,1.2285413,Niger
Boko,2,2022,loc,12.7860588,-16.7685674,Senegal
Rhodes,1,2022,loc,36.17252975,27.91940163839584,Greece
parc national des volcans,2,2022,loc,-1.46596845,29.492821227964697,Rwanda
Laghman,1,2022,loc,34.783333,70.183333,Afghanistan
Kunar,2,2022,loc,34.95,71.133333,Afghanistan
Nangarhar,1,2022,loc,34.220389,70.3800314,Afghanistan
afghan,1,2022,loc,39.7619466,64.3267309,Uzbekistan
Niska,1,2022,loc,51.2921267,14.8250955,Germany
Eïcha,1,2022,loc,50.3493423,10.5694636,Germany
Mohali,2,2022,loc,30.6659824,76.7396095,India
Rosario,1,2022,loc,-32.9593609,-60.6617024,Argentina
Sichuan,4,2022,loc,30.5000001,102.4999999,China
Kangding,1,2022,loc,30.0002558,101.9545581,China
Chengdu,2,2022,loc,30.6598628,104.0633717,China
Luding County,1,2022,loc,29.7629836,102.1419166,China
Ganzi Prefecture,1,2022,loc,30.0521496,101.9609839,China
Sichuan Province,1,2022,loc,30.5000001,102.4999999,China
Himanshu,2,2022,loc,22.0925093,69.272341167864,India
Chongqing,1,2022,loc,30.05518,107.8748712,China
Occidental,1,2022,loc,38.4010855,-122.93126325128164,United States
Royaume-Unis,1,2022,loc,58.9661611,5.7271504,Norway
Isar,1,2022,loc,42.3615993,-3.9304431,Spain
Nigeria Export,1,2022,loc,9.07975925,7.494555920457127,Nigeria
Talent City,1,2022,loc,33.1651949,130.409598,Japan
Granville,1,2022,loc,48.8376296,-1.5959177,France
Échirolles,1,2022,loc,45.1481694,5.718687,France
IHU,3,2022,loc,-7.898111050000001,145.39741327631762,Papua New Guinea
République de Marseille,2,2022,loc,43.1755665,5.6054993,France
IHU-MI,3,2022,loc,20.6988053502167,-156.44227724090794,United States
CERN,6,2022,loc,53.450928,36.910103,Russia
Wall Street Journal,1,2022,loc,32.8958306,-97.0432798,United States
tour Séquoia,2,2022,loc,48.8941889,2.2403123982092445,France
Borna,1,2022,loc,51.1241649,12.4999055,Germany
Oiapoque,1,2022,loc,3.8432128,-51.8350798,Brazil
Amapá,1,2022,loc,1.3545442,-51.9161977,Brazil
Suriname,3,2022,loc,4.1413025,-56.0771187,Suriname
Haut-Échéry,1,2022,loc,48.2314587,7.1631632,France
château du Haut-Échéry,2,2022,loc,48.23974894946743,7.177307591194791,France
France Bleu Alsace,1,2022,loc,49.1101166,6.1738545,France
Zaporijjia,1,2022,loc,47.8507859,35.1182867,Ukraine
Hinkley Point,1,2022,loc,51.20301195,-3.144663523045038,United Kingdom
twitter,1,2022,loc,37.77654195,-122.41680681659324,United States
Fako,1,2022,loc,4.1021851,9.18492249081045,Cameroon
Buea,1,2022,loc,4.1567895,9.2315915,Cameroon
Kumba,1,2022,loc,4.6378368,9.4409446,Cameroon
Royaume-Uni--,1,2022,loc,54.7023545,-3.2765753,United Kingdom
Édimbourg,2,2022,loc,55.9533456,-3.1883749,United Kingdom
Bornéo,3,2022,loc,1.4297828,114.74104130383714,Indonesia
aéroport de Lagos,1,2022,loc,15.1357812,105.77960596181104,Laos
Busan,1,2022,loc,35.1799528,129.0752365,South Korea
Bisesero,4,2022,loc,-2.1920204,29.3412828,Rwanda
El Pais,2,2022,loc,-1.665325514136433,-78.63691846083088,Ecuador
Ikwerre,1,2022,loc,5.07051515,6.882004611347118,Nigeria
État de Rivers,1,2022,loc,4.8416028,6.8604088,Nigeria
Rivers,2,2022,loc,4.8416028,6.8604088,Nigeria
Mureaux,2,2022,loc,48.9931578,1.909928,France
Piccadilly,1,2022,loc,-34.9822479,138.7262528,Australia
Buckingham,1,2022,loc,37.5558826,-78.5547172,United States
The Mall,1,2022,loc,38.88974005,-77.02356828428836,United States
théâtre Bolchoï,1,2022,loc,55.7601296,37.6186118,Russia
Rama,1,2022,loc,43.7870357,17.6218302,Bosnia and Herzegovina
Albania,2,2022,loc,41.000028,19.9999619,Albania
Nikolaev,2,2022,loc,46.9758615,31.9939666,Ukraine
Ramstein,1,2022,loc,49.4475167,7.5554676,Germany
République de Nice,1,2022,loc,43.704614,7.282225325669575,France
Talataye,4,2022,loc,16.531413,1.5160957,Mali
Cité,1,2022,loc,48.8553272,2.3475245,France
Alpes-Maritimes,1,2022,loc,43.9210587,7.1790785,France
statue Apollon,1,2022,loc,59.6930595,30.463964,Russia
maireLes,1,2022,loc,41.28649446671218,-4.355709620928437,Spain
Baris Hasan,1,2022,loc,37.76177846903358,30.557931933148826,Turkey
Asie-Turquie,1,2022,loc,38.9519465,35.501258483407554,Turkey
Européen,2,2022,loc,-33.39945255,-70.60010481433241,Chile
Frappés,1,2022,loc,20.6964679,-88.2170673,Mexico
Kirklareli,1,2022,loc,41.7078046,27.6051334,Turkey
Montreuil,2,2022,loc,50.4638918,1.7631125,France
Alfortville,1,2022,loc,48.8051624,2.4197113,France
Andalousie,1,2022,loc,37.3399964,-4.5811614,Spain
Ochakov,1,2022,loc,46.6145957,31.5452994,Ukraine
Roi du Royaume-Uni,1,2022,loc,53.13935495,-4.277022914866893,United Kingdom
Waremme,1,2022,loc,50.6976875,5.2546191,Belgium
Large engine,1,2022,loc,29.5244543,-98.39906725941673,United States
Belgium,1,2022,loc,50.6402809,4.6667145,Belgium
Liège Airport,1,2022,loc,50.6383913,5.441062920403833,Belgium
Heilongjiang,3,2022,loc,48.0000047,127.999992,China
Wisconsin,1,2022,loc,44.4308975,-89.6884637,United States
golfe du Morbihan,1,2022,loc,47.5976972,-2.753339758600541,France
Aéroport International de Yaoundé-Nsimalen,1,2022,loc,3.72501055,11.55214398723647,Cameroon
Lusail Stadium,1,2022,loc,25.4208329,51.490478353780674,Qatar
Cameroun- Brésil,1,2022,loc,9.5235324,-13.6965078,Guinea
EUR,2,2022,loc,41.8179467,12.3907985,Italy
États Unis,1,2022,loc,39.7837304,-100.445882,United States
Andaloussi,1,2022,loc,36.881146827891726,10.295761985826047,Tunisia
Centre hospitalier universitaire,1,2022,loc,36.76265,3.0513407,Algeria
Oujda,1,2022,loc,34.677874,-1.929306,Morocco
Martre,1,2022,loc,43.758964,1.3639355,France
Kouleba,2,2022,loc,12.8166667,1.8333333,Niger
lac Albert,2,2022,loc,1.75609245,31.034277660379463,Uganda
Ouganda de la République démocratique du Congo,1,2022,loc,0.03192145,18.246596013886062,Democratic Republic of the Congo
Novaya Kakhovka,1,2022,loc,46.7583404,33.3566678,Ukraine
Tallinn,2,2022,loc,59.4372155,24.7453688,Estonia
Kotka,1,2022,loc,60.4674228,26.9450844,Finland
Volna,1,2022,loc,56.2765268,46.626371,Russia
palais de Westminster,1,2022,loc,51.4993886,-0.1244809742087879,United Kingdom
Vallée des Rois,1,2022,loc,25.74048985,32.60175806733906,Egypt
Tell el-Amarna,1,2022,loc,27.659703,30.9039095,Egypt
Amarna,1,2022,loc,27.64626655,30.898915092932047,Egypt
Neues Museum,2,2022,loc,52.5201701,13.397717368003036,Germany
Exposée,1,2022,loc,52.3114235,9.820255942316171,Germany
Pongola,1,2022,loc,-27.377588,31.616886,South Africa
Clairefontaine,2,2022,loc,48.6148255,1.9238899938118956,France
Roche-sur-Yon,1,2022,loc,46.6705431,-1.4269698,France
Olympique de Valence,1,2022,loc,44.8888404,4.8905746,France
Och,1,2022,loc,40.5303613,72.7910097,Kyrgyzstan
Samarkandek,1,2022,loc,40.0092228,70.47087463060251,Kyrgyzstan
Mahas,1,2022,loc,20.3106398,-88.3315535,Mexico
Woodside,1,2022,loc,37.4299388,-122.253855,United States
Rambouillet,6,2022,loc,48.6452851,1.819207,France
mosquée de Rambouillet,1,2022,loc,48.64813215,1.843311250000004,France
préfecture des Yvelines,1,2022,loc,48.8026083,2.132545656121404,France
Castor,1,2022,loc,45.9208491,7.7932734,Italy
Yoff,1,2022,loc,14.7603583,-17.468149,Senegal
Ngor Almadies,1,2022,loc,14.7487915,-17.5149607,Senegal
Grand Yoff,1,2022,loc,14.7366826,-17.4528126,Senegal
Mississippi,1,2022,loc,32.9715285,-89.7348497,United States
Tupelo,1,2022,loc,34.2576067,-88.7033859,United States
Ashland,1,2022,loc,40.7887367,-82.2360391,United States
Gravestone,1,2022,loc,-23.3252488,17.0753113,Namibia
Sokhranovka,1,2022,loc,49.509537,40.505905,Russia
Alger,2,2022,loc,36.7729309,3.0588291,Algeria
Birr,1,2022,loc,47.4345344,8.2029778,Switzerland
Rheinfelden,1,2022,loc,47.5543859,7.7922905,Switzerland
Guayaquil,1,2022,loc,-2.1900563,-79.8868741,Ecuador
Manta,1,2022,loc,44.6158717,7.4870199,Italy
Manabí,1,2022,loc,-0.7588025,-80.0612131,Ecuador
criseLa,1,2022,loc,45.865399998334816,10.806455199115018,Italy
Djoliba,1,2022,loc,12.3421627,-8.1408298,Mali
Islamabad,1,2022,loc,33.6938118,73.0651511,Pakistan
Grand-Bigard,1,2022,loc,50.8707084,4.2651493,Belgium
Hal-Vilvorde,1,2022,loc,50.8653119,4.1726434722589785,Belgium
Vidaillat,2,2022,loc,45.9585117,1.9063418,France
UMA,2,2022,loc,32.659153200000006,-16.925025818057158,Portugal
parc Terre du léopard,2,2022,loc,43.249226500000006,131.45112964539277,Russia
الفنية,1,2022,loc,31.5151639,34.4327261,Palestinian Territory
new Russian,1,2022,loc,40.7845049,-73.95700311498811,United States
Russian,1,2022,loc,64.6863136,97.7453061,Russia
Before,1,2022,loc,-34.6272674,-58.430329,Argentina
Gérone,2,2022,loc,41.9793006,2.8199439,Spain
Fort Myers,1,2022,loc,26.640628,-81.8723084,United States
Caroline du Sud,5,2022,loc,33.6874388,-80.4363743,United States
Charleston,3,2022,loc,32.7884363,-79.9399309,United States
Ouaga,1,2022,loc,12.3681873,-1.5270944,Burkina Faso
Place sainte Anne,1,2022,loc,48.11441605,-1.6805717079118705,France
Minembwe,2,2022,loc,-3.9344201,28.7300599,Democratic Republic of the Congo
Santos,4,2022,loc,-23.9335988,-46.3286399,Brazil
Cerca,1,2022,loc,41.4089717,-6.6673319,Portugal
queda,1,2022,loc,5.8098265,100.6715035,Malaysia
Laboratoire,1,2022,loc,-11.6743978,27.48631151942819,Democratic Republic of the Congo
Mons,2,2022,loc,50.4549568,3.951958,Belgium
Mide,1,2022,loc,19.4353107,-99.13838181714335,Mexico
Managua,1,2022,loc,12.1544035,-86.2737642,Nicaragua
place de la Nation,4,2022,loc,48.84837495,2.395870461004627,France
Grand Palais du Kremlin,2,2022,loc,55.7502042,37.6162129404599,Russia
Perses,3,2022,loc,60.2951328,11.1655688,Norway
Caftan,2,2022,loc,34.8884598,-1.3180538,Algeria
palais de Mechouar,1,2022,loc,33.58039335,-7.604916228825238,Morocco
Kaolack,1,2022,loc,14.138815,-16.076391,Senegal
El Hadj Ibrahima Niass de Kaolack,1,2022,loc,14.14129815,-16.0755888102153,Senegal
Libye,1,2022,loc,26.8234472,18.1236723,Libya
Quinze,1,2022,loc,-9.9861707,-67.8111672,Brazil
Nouvelle-Russie,3,2022,loc,43.7361039,39.5424785,Russia
