key,value,year,month,category
diffusion,9,2023,1,kws
négation,1,2023,1,kws
faits,21,2023,1,kws
risque,23,2023,1,kws
existentiel,1,2023,1,kws
humanité,10,2023,1,kws
jours,69,2023,1,kws
attaque,94,2023,1,kws
terroriste,37,2023,1,kws
poste,32,2023,1,kws
douanes,4,2023,1,kws
local,13,2023,1,kws
activités,44,2023,1,kws
fiscal,1,2023,1,kws
ville,206,2023,1,kws
centrafricaine,18,2023,1,kws
beloko,3,2023,1,kws
km,45,2023,1,kws
bangui,21,2023,1,kws
frontière,19,2023,1,kws
cameroun,25,2023,1,kws
journal,39,2023,1,kws
sango,1,2023,1,kws
gouvernement,190,2023,1,kws
disposition,22,2023,1,kws
appareils,23,2023,1,kws
frédéric,2,2023,1,kws
théodore,1,2023,1,kws
inamo,1,2023,1,kws
directeur,39,2023,1,kws
douane,2,2023,1,kws
cité,28,2023,1,kws
postes,30,2023,1,kws
douanier,2,2023,1,kws
fiscalité,1,2023,1,kws
utiles,8,2023,1,kws
mobilisation,19,2023,1,kws
ressources,45,2023,1,kws
caisse,1,2023,1,kws
état,246,2023,1,kws
fonds,29,2023,1,kws
économie,60,2023,1,kws
besoins,16,2023,1,kws
population,95,2023,1,kws
attaqueselon,1,2023,1,kws
médias,67,2023,1,kws
incendie,22,2023,1,kws
vingtaine,19,2023,1,kws
véhicules,111,2023,1,kws
fûts,1,2023,1,kws
carburant,10,2023,1,kws
radio,21,2023,1,kws
ndeke,1,2023,1,kws
luka,1,2023,1,kws
assaut,32,2023,1,kws
hommes,56,2023,1,kws
armés,43,2023,1,kws
coalition,14,2023,1,kws
patriotes,11,2023,1,kws
changement,25,2023,1,kws
départ,46,2023,1,kws
position,73,2023,1,kws
forces,316,2023,1,kws
armées,135,2023,1,kws
centrafricaines,11,2023,1,kws
faca,12,2023,1,kws
alliés,40,2023,1,kws
russes,296,2023,1,kws
rebelles,19,2023,1,kws
source,73,2023,1,kws
matin,19,2023,1,kws
positions,42,2023,1,kws
béloko,2,2023,1,kws
kilomètres,59,2023,1,kws
sylvain,4,2023,1,kws
nguema,7,2023,1,kws
january,199,2023,1,kws
mouvement,45,2023,1,kws
armé,3,2023,1,kws
centrafricain,23,2023,1,kws
décembre,183,2023,1,kws
fusion,2,2023,1,kws
groupes,92,2023,1,kws
alain,5,2023,1,kws
serge,1,2023,1,kws
zokoli,1,2023,1,kws
colonel,19,2023,1,kws
armée,212,2023,1,kws
sputnik,160,2023,1,kws
arrivée,26,2023,1,kws
abnégation,2,2023,1,kws
côtés,18,2023,1,kws
tendance,25,2023,1,kws
négative,5,2023,1,kws
matière,44,2023,1,kws
sécurité,165,2023,1,kws
sommet,59,2023,1,kws
dirigeants,35,2023,1,kws
somalie,18,2023,1,kws
djibouti,13,2023,1,kws
éthiopie,21,2023,1,kws
kenya,25,2023,1,kws
lutte,83,2023,1,kws
terrorisme,55,2023,1,kws
mogadiscio,7,2023,1,kws
invitation,7,2023,1,kws
hassan,12,2023,1,kws
sheikh,2,2023,1,kws
président,356,2023,1,kws
somalien,4,2023,1,kws
heureux,7,2023,1,kws
guelleh,5,2023,1,kws
ndlr,22,2023,1,kws
ahmed,12,2023,1,kws
ali,5,2023,1,kws
éthiopien,7,2023,1,kws
william,4,2023,1,kws
ruto,3,2023,1,kws
kényan,5,2023,1,kws
voisins,16,2023,1,kws
intégrante,2,2023,1,kws
efforts,51,2023,1,kws
détermination,3,2023,1,kws
région,144,2023,1,kws
glad,1,2023,1,kws
fellow,1,2023,1,kws
ethiopia,1,2023,1,kws
integral,1,2023,1,kws
reaffirms,1,2023,1,kws
our,2,2023,1,kws
region,2,2023,1,kws
terrorism,1,2023,1,kws
permanently,1,2023,1,kws
mohamud,1,2023,1,kws
february,3,2023,1,kws
chefs,23,2023,1,kws
africains,151,2023,1,kws
grande,75,2023,1,kws
régionale,14,2023,1,kws
plan,43,2023,1,kws
élimination,7,2023,1,kws
infrastructures,23,2023,1,kws
financières,8,2023,1,kws
chaînes,18,2023,1,kws
approvisionnement,38,2023,1,kws
armes,219,2023,1,kws
facilitateurs,1,2023,1,kws
corne,5,2023,1,kws
effort,6,2023,1,kws
collectif,13,2023,1,kws
paix,87,2023,1,kws
portée,33,2023,1,kws
main,26,2023,1,kws
must,1,2023,1,kws
chains,1,2023,1,kws
sanction,4,2023,1,kws
horn,1,2023,1,kws
africa,16,2023,1,kws
collective,4,2023,1,kws
phd,1,2023,1,kws
côté,91,2023,1,kws
opportunité,5,2023,1,kws
nationales,17,2023,1,kws
ensemble,50,2023,1,kws
shabab,6,2023,1,kws
cadre,94,2023,1,kws
mission,57,2023,1,kws
transition,48,2023,1,kws
union,78,2023,1,kws
africaine,62,2023,1,kws
briefed,1,2023,1,kws
national,55,2023,1,kws
together,1,2023,1,kws
somalia,1,2023,1,kws
rappel,12,2023,1,kws
islamiste,4,2023,1,kws
radical,2,2023,1,kws
al,23,2023,1,kws
jeunes,40,2023,1,kws
moudjahidines,1,2023,1,kws
liens,19,2023,1,kws
étroits,1,2023,1,kws
championne,3,2023,1,kws
espérance,5,2023,1,kws
vie,59,2023,1,kws
moyenne,26,2023,1,kws
ans,218,2023,1,kws
organisme,5,2023,1,kws
spécialisé,7,2023,1,kws
statistiques,12,2023,1,kws
statista,2,2023,1,kws
naissance,5,2023,1,kws
élevée,9,2023,1,kws
vive,5,2023,1,kws
résultats,42,2023,1,kws
augmentation,44,2023,1,kws
sanitaires,5,2023,1,kws
amélioration,11,2023,1,kws
qualité,15,2023,1,kws
services,71,2023,1,kws
santé,31,2023,1,kws
accès,36,2023,1,kws
facile,6,2023,1,kws
logement,4,2023,1,kws
eau,47,2023,1,kws
office,6,2023,1,kws
direction,40,2023,1,kws
algérienne,26,2023,1,kws
millions,149,2023,1,kws
indépendance,33,2023,1,kws
personnes,179,2023,1,kws
mortalité,4,2023,1,kws
infantile,1,2023,1,kws
cours,140,2023,1,kws
période,31,2023,1,kws
classementdans,1,2023,1,kws
classement,29,2023,1,kws
maroc,70,2023,1,kws
tunisie,21,2023,1,kws
maurice,8,2023,1,kws
libye,27,2023,1,kws
seychelles,2,2023,1,kws
sahara,21,2023,1,kws
occidental,23,2023,1,kws
territoire,48,2023,1,kws
autonome,6,2023,1,kws
onu,67,2023,1,kws
classe,7,2023,1,kws
égypte,37,2023,1,kws
sao,3,2023,1,kws
sénégal,31,2023,1,kws
rwanda,13,2023,1,kws
places,10,2023,1,kws
surprise,9,2023,1,kws
nigéria,15,2023,1,kws
derniers,49,2023,1,kws
lesotho,2,2023,1,kws
tchad,12,2023,1,kws
maria,3,2023,1,kws
zakharova,15,2023,1,kws
absurde,3,2023,1,kws
déclarations,21,2023,1,kws
éventuel,7,2023,1,kws
envoi,34,2023,1,kws
chasseurs,25,2023,1,kws
kiev,207,2023,1,kws
français,218,2023,1,kws
sûr,10,2023,1,kws
lourdes,13,2023,1,kws
avions,80,2023,1,kws
régime,34,2023,1,kws
combats,47,2023,1,kws
escalade,23,2023,1,kws
situation,146,2023,1,kws
genre,27,2023,1,kws
appétit,1,2023,1,kws
insatiable,1,2023,1,kws
zelensky,51,2023,1,kws
mme,28,2023,1,kws
frappes,36,2023,1,kws
hôpitaux,9,2023,1,kws
massacres,4,2023,1,kws
civils,42,2023,1,kws
donbass,39,2023,1,kws
résultat,14,2023,1,kws
livraisons,87,2023,1,kws
occidentales,39,2023,1,kws
gâteaux,3,2023,1,kws
bonbons,1,2023,1,kws
françaises,43,2023,1,kws
fois,124,2023,1,kws
washington,127,2023,1,kws
berlin,41,2023,1,kws
livraison,58,2023,1,kws
chars,236,2023,1,kws
lourds,44,2023,1,kws
abrams,28,2023,1,kws
leopard,29,2023,1,kws
assistance,23,2023,1,kws
forme,27,2023,1,kws
missiles,102,2023,1,kws
haye,4,2023,1,kws
possibilité,37,2023,1,kws
emmanuel,34,2023,1,kws
principe,21,2023,1,kws
demande,55,2023,1,kws
décision,86,2023,1,kws
escalatoire,4,2023,1,kws
française,90,2023,1,kws
sol,48,2023,1,kws
suite,97,2023,1,kws
réunion,42,2023,1,kws
homologue,42,2023,1,kws
ukrainien,124,2023,1,kws
défense,279,2023,1,kws
sébastien,5,2023,1,kws
lecornu,5,2023,1,kws
combat,111,2023,1,kws
ukraine,527,2023,1,kws
tabou,1,2023,1,kws
intention,31,2023,1,kws
france,298,2023,1,kws
canons,21,2023,1,kws
biden,41,2023,1,kws
employées,1,2023,1,kws
salaire,5,2023,1,kws
nue,1,2023,1,kws
facetime,2,2023,1,kws
daily,6,2023,1,kws
nouvelles,61,2023,1,kws
données,38,2023,1,kws
controversées,1,2023,1,kws
ordinateur,6,2023,1,kws
portable,3,2023,1,kws
service,74,2023,1,kws
femme,26,2023,1,kws
nom,54,2023,1,kws
média,57,2023,1,kws
britannique,20,2023,1,kws
cabinet,15,2023,1,kws
avocats,9,2023,1,kws
owasco,1,2023,1,kws
tâches,14,2023,1,kws
signature,11,2023,1,kws
accords,44,2023,1,kws
entreprise,34,2023,1,kws
gazière,6,2023,1,kws
ukrainienne,61,2023,1,kws
relation,17,2023,1,kws
sexuelle,5,2023,1,kws
lubriquesen,1,2023,1,kws
assistante,1,2023,1,kws
message,10,2023,1,kws
fils,21,2023,1,kws
dollars,165,2023,1,kws
travail,81,2023,1,kws
quotidien,62,2023,1,kws
retard,6,2023,1,kws
ligne,65,2023,1,kws
soirée,16,2023,1,kws
contact,25,2023,1,kws
règle,4,2023,1,kws
sexe,2,2023,1,kws
nus,2,2023,1,kws
limites,2,2023,1,kws
raisonnables,1,2023,1,kws
échanges,37,2023,1,kws
douche,1,2023,1,kws
suspectes,1,2023,1,kws
banque,45,2023,1,kws
jp,1,2023,1,kws
morgan,2,2023,1,kws
trésor,9,2023,1,kws
transactions,8,2023,1,kws
documents,24,2023,1,kws
confidentiels,2,2023,1,kws
but,37,2023,1,kws
lucratif,1,2023,1,kws
transparence,1,2023,1,kws
droite,14,2023,1,kws
marco,1,2023,1,kws
polo,1,2023,1,kws
paiements,6,2023,1,kws
électroniques,6,2023,1,kws
total,67,2023,1,kws
hausse,40,2023,1,kws
volumes,10,2023,1,kws
gamme,6,2023,1,kws
fantoche,3,2023,1,kws
renseignements,7,2023,1,kws
extérieurs,3,2023,1,kws
svr,3,2023,1,kws
guerre,243,2023,1,kws
dernier,108,2023,1,kws
otan,134,2023,1,kws
taux,36,2023,1,kws
rêve,6,2023,1,kws
défaite,12,2023,1,kws
stratégique,34,2023,1,kws
lieu,128,2023,1,kws
réaction,27,2023,1,kws
condition,10,2023,1,kws
capacité,40,2023,1,kws
joe,22,2023,1,kws
idée,34,2023,1,kws
américains,83,2023,1,kws
reuters,8,2023,1,kws
lot,10,2023,1,kws
roquettes,61,2023,1,kws
longue,24,2023,1,kws
petit,32,2023,1,kws
diamètre,7,2023,1,kws
glsdb,1,2023,1,kws
capable,24,2023,1,kws
arrières,1,2023,1,kws
cibles,30,2023,1,kws
militaires,280,2023,1,kws
mois,143,2023,1,kws
embargo,3,2023,1,kws
européen,12,2023,1,kws
brut,17,2023,1,kws
pénurie,4,2023,1,kws
bloomberg,2,2023,1,kws
york,8,2023,1,kws
côte,39,2023,1,kws
essence,7,2023,1,kws
été,5,2023,1,kws
interdiction,17,2023,1,kws
européenne,50,2023,1,kws
menace,28,2023,1,kws
approvisionnements,6,2023,1,kws
secours,9,2023,1,kws
haute,33,2023,1,kws
saison,7,2023,1,kws
conduite,6,2023,1,kws
calculs,5,2023,1,kws
stocks,16,2023,1,kws
saisonniers,1,2023,1,kws
décennie,7,2023,1,kws
entretien,61,2023,1,kws
intensif,1,2023,1,kws
raffineries,2,2023,1,kws
ue,41,2023,1,kws
importations,14,2023,1,kws
produits,109,2023,1,kws
pétroliers,12,2023,1,kws
rude,1,2023,1,kws
épreuve,5,2023,1,kws
matières,13,2023,1,kws
premières,31,2023,1,kws
diminution,5,2023,1,kws
transatlantiques,1,2023,1,kws
cause,52,2023,1,kws
faible,10,2023,1,kws
proportion,4,2023,1,kws
conduites,2,2023,1,kws
noir,14,2023,1,kws
russeles,1,2023,1,kws
unilatérales,7,2023,1,kws
vigueur,20,2023,1,kws
pétrole,52,2023,1,kws
voie,25,2023,1,kws
australie,15,2023,1,kws
plafonnement,7,2023,1,kws
prix,114,2023,1,kws
niveau,79,2023,1,kws
baril,3,2023,1,kws
restriction,3,2023,1,kws
limite,7,2023,1,kws
besoin,52,2023,1,kws
mesure,50,2023,1,kws
similaire,11,2023,1,kws
moscou,179,2023,1,kws
rétorsion,3,2023,1,kws
décret,9,2023,1,kws
contrats,16,2023,1,kws
arrière,10,2023,1,kws
ambiguïté,2,2023,1,kws
sources,21,2023,1,kws
proches,13,2023,1,kws
aide,96,2023,1,kws
militaire,261,2023,1,kws
montant,19,2023,1,kws
milliards,128,2023,1,kws
florian,18,2023,1,kws
philippot,17,2023,1,kws
parti,56,2023,1,kws
ancien,71,2023,1,kws
eurodéputé,6,2023,1,kws
jeu,25,2023,1,kws
pervers,3,2023,1,kws
conflit,128,2023,1,kws
huile,3,2023,1,kws
feu,41,2023,1,kws
risques,21,2023,1,kws
énergétiques,19,2023,1,kws
économiques,42,2023,1,kws
européens,53,2023,1,kws
spolier,1,2023,1,kws
digne,4,2023,1,kws
confiance,14,2023,1,kws
personnage,3,2023,1,kws
lumière,17,2023,1,kws
contraire,24,2023,1,kws
réalité,20,2023,1,kws
concrète,4,2023,1,kws
parleur,1,2023,1,kws
acteur,7,2023,1,kws
sérieux,14,2023,1,kws
numéro,16,2023,1,kws
gaulle,16,2023,1,kws
lieux,15,2023,1,kws
moment,56,2023,1,kws
concurrents,2,2023,1,kws
béninois,7,2023,1,kws
souleymane,1,2023,1,kws
amzat,5,2023,1,kws
allemagne,84,2023,1,kws
soldats,112,2023,1,kws
mali,125,2023,1,kws
impact,25,2023,1,kws
détails,16,2023,1,kws
podcast,27,2023,1,kws
zone,100,2023,1,kws
podcasts,39,2023,1,kws
castbox,13,2023,1,kws
suède,27,2023,1,kws
temps,95,2023,1,kws
entrée,20,2023,1,kws
scandinave,2,2023,1,kws
recep,9,2023,1,kws
erdogan,8,2023,1,kws
faction,3,2023,1,kws
justice,39,2023,1,kws
développement,114,2023,1,kws
akp,1,2023,1,kws
parlement,29,2023,1,kws
livre,16,2023,1,kws
saint,8,2023,1,kws
coran,13,2023,1,kws
inactives,1,2023,1,kws
propos,68,2023,1,kws
soutien,75,2023,1,kws
ankara,20,2023,1,kws
stockholm,12,2023,1,kws
activistes,4,2023,1,kws
suédois,11,2023,1,kws
manifestation,28,2023,1,kws
suédoise,3,2023,1,kws
obligations,13,2023,1,kws
vertu,10,2023,1,kws
mémorandum,12,2023,1,kws
finlande,23,2023,1,kws
alliance,34,2023,1,kws
attitude,13,2023,1,kws
positive,12,2023,1,kws
report,4,2023,1,kws
discussions,22,2023,1,kws
date,30,2023,1,kws
ultérieure,2,2023,1,kws
mai,21,2023,1,kws
début,131,2023,1,kws
opération,162,2023,1,kws
spéciale,92,2023,1,kws
hongrie,8,2023,1,kws
demandes,18,2023,1,kws
patriarcat,4,2023,1,kws
présence,66,2023,1,kws
spirituelle,2,2023,1,kws
amis,20,2023,1,kws
églises,6,2023,1,kws
orthodoxes,8,2023,1,kws
guennadi,2,2023,1,kws
askaldovitch,2,2023,1,kws
ambassadeur,83,2023,1,kws
itinérant,1,2023,1,kws
représentant,24,2023,1,kws
spécial,14,2023,1,kws
vue,51,2023,1,kws
droit,39,2023,1,kws
religion,5,2023,1,kws
église,25,2023,1,kws
orthodoxe,15,2023,1,kws
intérêt,30,2023,1,kws
continent,107,2023,1,kws
africain,79,2023,1,kws
communautés,10,2023,1,kws
considérables,7,2023,1,kws
diplomate,40,2023,1,kws
construction,35,2023,1,kws
stade,30,2023,1,kws
prêtres,2,2023,1,kws
paroisses,1,2023,1,kws
missions,24,2023,1,kws
diplomatiques,14,2023,1,kws
accomplissement,2,2023,1,kws
visite,98,2023,1,kws
exarque,4,2023,1,kws
patriarche,7,2023,1,kws
ouganda,13,2023,1,kws
bastions,1,2023,1,kws
centre,93,2023,1,kws
religieux,9,2023,1,kws
administratif,3,2023,1,kws
exarchat,4,2023,1,kws
frontale,2,2023,1,kws
instrumentalisation,4,2023,1,kws
instrument,5,2023,1,kws
politique,175,2023,1,kws
étrangère,15,2023,1,kws
occident,103,2023,1,kws
étranger,21,2023,1,kws
processus,35,2023,1,kws
négatif,10,2023,1,kws
accusations,15,2023,1,kws
traité,16,2023,1,kws
new,21,2023,1,kws
armements,41,2023,1,kws
nucléaires,33,2023,1,kws
manière,63,2023,1,kws
irréprochable,1,2023,1,kws
responsabilité,19,2023,1,kws
causes,13,2023,1,kws
profondes,6,2023,1,kws
problème,39,2023,1,kws
faute,11,2023,1,kws
retrait,34,2023,1,kws
illégitime,2,2023,1,kws
centaine,15,2023,1,kws
stratégiques,33,2023,1,kws
compte,76,2023,1,kws
indices,5,2023,1,kws
dialogueles,1,2023,1,kws
kremlin,31,2023,1,kws
peskov,12,2023,1,kws
triste,5,2023,1,kws
heure,39,2023,1,kws
actuelle,28,2023,1,kws
poursuite,13,2023,1,kws
importante,30,2023,1,kws
viable,2,2023,1,kws
juridique,5,2023,1,kws
termes,43,2023,1,kws
désarmement,2,2023,1,kws
nucléaire,42,2023,1,kws
département,21,2023,1,kws
inspections,3,2023,1,kws
pourparlers,15,2023,1,kws
novembre,70,2023,1,kws
anatoly,1,2023,1,kws
antonov,3,2023,1,kws
injustifié,1,2023,1,kws
inapproprié,1,2023,1,kws
inspecteurs,2,2023,1,kws
installations,23,2023,1,kws
start,2,2023,1,kws
signataires,1,2023,1,kws
arsenaux,4,2023,1,kws
avenir,29,2023,1,kws
quantités,7,2023,1,kws
totales,3,2023,1,kws
balistiques,6,2023,1,kws
intercontinentaux,3,2023,1,kws
bord,35,2023,1,kws
bombardiers,7,2023,1,kws
têtes,5,2023,1,kws
lanceurs,4,2023,1,kws
échange,16,2023,1,kws
modification,2,2023,1,kws
complément,1,2023,1,kws
ukrainiens,118,2023,1,kws
front,46,2023,1,kws
axe,53,2023,1,kws
donetsk,86,2023,1,kws
bilan,33,2023,1,kws
troupes,110,2023,1,kws
avantageuses,4,2023,1,kws
ennemi,39,2023,1,kws
localités,13,2023,1,kws
tonenkoé,1,2023,1,kws
severnoé,1,2023,1,kws
pertes,30,2023,1,kws
aviation,24,2023,1,kws
artillerie,81,2023,1,kws
brigades,13,2023,1,kws
ougledar,9,2023,1,kws
ennemis,18,2023,1,kws
krasny,20,2023,1,kws
liman,18,2023,1,kws
stelmakhovka,1,2023,1,kws
kouzmino,1,2023,1,kws
république,127,2023,1,kws
populaire,64,2023,1,kws
rpd,40,2023,1,kws
ukrainiennes,101,2023,1,kws
trentaine,10,2023,1,kws
dizaine,14,2023,1,kws
kherson,13,2023,1,kws
lac,12,2023,1,kws
krouglik,1,2023,1,kws
bateaux,13,2023,1,kws
détruitesles,5,2023,1,kws
ateliers,7,2023,1,kws
usine,17,2023,1,kws
munitions,52,2023,1,kws
soumy,2,2023,1,kws
entrepôts,8,2023,1,kws
obusiers,27,2023,1,kws
anéantis,1,2023,1,kws
production,97,2023,1,kws
msta,8,2023,1,kws
b,17,2023,1,kws
gvozdika,7,2023,1,kws
station,13,2023,1,kws
radar,10,2023,1,kws
contrebatterie,14,2023,1,kws
américaine,84,2023,1,kws
an,71,2023,1,kws
lance,37,2023,1,kws
multiple,12,2023,1,kws
dca,8,2023,1,kws
drones,102,2023,1,kws
projectiles,19,2023,1,kws
multiples,49,2023,1,kws
himars,27,2023,1,kws
personnel,32,2023,1,kws
matériel,59,2023,1,kws
hélicoptères,34,2023,1,kws
systèmes,77,2023,1,kws
antiaérienne,28,2023,1,kws
blindés,80,2023,1,kws
pièces,28,2023,1,kws
terrain,48,2023,1,kws
mortiers,16,2023,1,kws
laboratoires,7,2023,1,kws
biologiques,15,2023,1,kws
preuves,16,2023,1,kws
essais,8,2023,1,kws
vih,4,2023,1,kws
militaro,13,2023,1,kws
biologique,5,2023,1,kws
implication,14,2023,1,kws
propagation,5,2023,1,kws
pandémie,25,2023,1,kws
réponse,37,2023,1,kws
maison,47,2023,1,kws
blanche,25,2023,1,kws
objectif,37,2023,1,kws
études,23,2023,1,kws
nature,16,2023,1,kws
pacifique,14,2023,1,kws
john,9,2023,1,kws
kirby,5,2023,1,kws
conseil,72,2023,1,kws
nationale,91,2023,1,kws
travaux,29,2023,1,kws
spécialistes,18,2023,1,kws
civiles,14,2023,1,kws
presse,76,2023,1,kws
diplomatique,23,2023,1,kws
évidente,4,2023,1,kws
choses,38,2023,1,kws
dires,3,2023,1,kws
projets,52,2023,1,kws
mains,21,2023,1,kws
réalisation,12,2023,1,kws
programmes,9,2023,1,kws
double,12,2023,1,kws
usage,7,2023,1,kws
expériences,5,2023,1,kws
discutables,1,2023,1,kws
exemple,67,2023,1,kws
catégories,4,2023,1,kws
vulnérables,2,2023,1,kws
contamination,4,2023,1,kws
détenus,10,2023,1,kws
drogués,2,2023,1,kws
tests,11,2023,1,kws
rapport,90,2023,1,kws
étonnant,3,2023,1,kws
asie,26,2023,1,kws
centrale,47,2023,1,kws
europe,109,2023,1,kws
résumé,10,2023,1,kws
soupçons,4,2023,1,kws
fonctions,9,2023,1,kws
acheteur,2,2023,1,kws
énergie,50,2023,1,kws
critique,6,2023,1,kws
choc,7,2023,1,kws
pentagone,26,2023,1,kws
mars,41,2023,1,kws
conception,10,2023,1,kws
recherches,11,2023,1,kws
victoria,3,2023,1,kws
nuland,1,2023,1,kws
politiques,62,2023,1,kws
transfert,24,2023,1,kws
biolaboratoires,2,2023,1,kws
juin,24,2023,1,kws
autorités,168,2023,1,kws
établissements,7,2023,1,kws
fins,13,2023,1,kws
pacifiques,6,2023,1,kws
chimiques,8,2023,1,kws
russophobie,1,2023,1,kws
rideau,2,2023,1,kws
psychologique,6,2023,1,kws
projet,75,2023,1,kws
terrains,6,2023,1,kws
entraînement,17,2023,1,kws
douma,1,2023,1,kws
chambre,15,2023,1,kws
basse,8,2023,1,kws
